Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,36.692368,36.926193,31.548243,32.006897,14.596094,237546418
2005-02-01,32.258705,33.373867,31.593208,32.348640,14.895234,178836570
2005-03-01,32.735348,33.140045,30.918716,31.925959,14.700611,168356355
2005-04-01,32.015888,32.366627,30.316170,32.195755,14.824839,166453810
2005-05-01,32.420586,32.600449,30.603952,31.818039,14.818695,184478597
2005-06-01,31.925959,31.979918,30.918716,31.071602,14.471059,162047716
2005-07-01,31.071602,31.449318,30.567980,30.783817,14.337029,176200478
2005-08-01,30.756838,30.801804,28.913227,29.416847,13.861144,226212778
2005-09-01,29.362888,29.632685,28.463566,29.398861,13.852668,178457620
2005-10-01,29.308929,29.479799,26.197271,28.337660,13.352637,284192632
2005-11-01,28.598463,29.192017,27.339413,28.760342,13.724311,256262169
2005-12-01,28.958193,29.030140,26.979683,27.087601,12.926091,301002279
2006-01-01,27.159548,29.075106,27.015656,28.472557,13.586986,431052586
2006-02-01,28.490545,31.467302,28.103836,30.307177,14.650039,265059789
2006-03-01,30.496035,31.629181,29.830536,30.630934,14.806543,276701771
2006-04-01,30.801804,31.224485,29.012152,29.704632,14.358782,202380736
2006-05-01,29.722616,29.902481,27.069614,28.067863,13.729034,242832622
2006-06-01,28.310680,30.235231,28.121822,30.118319,14.731992,255572760
2006-07-01,30.244225,30.603952,28.202763,30.415096,14.877155,195358229
2006-08-01,30.397108,31.916965,29.317923,31.638174,15.666002,205426023
2006-09-01,31.863005,34.174267,31.548243,33.391853,16.534355,247213026
2006-10-01,33.454807,35.028622,32.375618,33.274940,16.476460,333020817
2006-11-01,33.499771,33.535748,31.719114,32.618118,16.326061,269137566
2006-12-01,32.795490,35.138695,32.142010,34.765274,17.400757,226624258
2007-01-01,35.129356,36.109581,34.055779,35.960213,17.998850,289060672
2007-02-01,36.193600,36.193600,33.448975,34.914642,17.666927,209554838
2007-03-01,34.541222,35.969547,33.234257,35.400085,17.912579,307516419
2007-04-01,34.914642,35.932209,34.307838,35.642807,18.035393,223816472
2007-05-01,35.782841,41.066715,35.708157,40.637283,20.784012,349045897
2007-06-01,40.637283,40.805321,37.855312,38.434113,19.657198,277385837
2007-07-01,38.630157,41.169403,37.369869,39.787754,20.349516,315614676
2007-08-01,39.675728,40.870670,36.660374,39.096931,20.190985,315727151
2007-09-01,39.180950,41.776211,38.228733,41.337440,21.348061,219282687
2007-10-01,41.505482,43.167194,40.618610,43.008492,22.211046,275806592
2007-11-01,42.793774,42.905800,38.060696,40.338547,21.031298,282656173
2007-12-01,40.217186,42.672413,39.862438,40.786652,21.264936,243903951
2008-01-01,40.982697,41.374783,33.047550,36.249615,18.899462,432514792
2008-02-01,36.641705,36.865753,31.087101,33.906410,17.854889,422515503
2008-03-01,33.915749,34.802616,30.947069,34.027775,17.918798,337808965
2008-04-01,34.870712,36.624565,32.629158,36.089970,19.004742,319447290
2008-05-01,36.024315,37.459286,34.467422,36.080589,19.220785,264204184
2008-06-01,36.014938,37.065372,31.738165,33.201271,17.686922,384025931
2008-07-01,32.797977,34.073505,31.278599,31.925741,17.007421,359622406
2008-08-01,32.300896,33.651459,31.334871,32.938663,17.762604,258462890
2008-09-01,33.435741,34.082886,28.371141,30.096857,16.230124,456388017
2008-10-01,29.815491,30.012447,21.637098,27.827168,15.006160,623331440
2008-11-01,28.249216,31.006611,24.600828,30.622076,16.780539,435640569
2008-12-01,30.143751,32.732327,28.605616,31.794437,17.422985,441593619
