Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,490.000000,493.000000,472.500000,490.500000,358.032501,30975710
2005-02-01,493.000000,499.899994,476.000000,477.200012,348.324432,26002040
2005-03-01,479.299988,486.799988,440.500000,449.399994,330.963409,36521630
2005-04-01,455.000000,471.500000,438.000000,469.600006,345.839874,31872170
2005-05-01,469.600006,481.399994,457.600006,471.100006,350.219666,24431760
2005-06-01,471.200012,481.000000,462.000000,462.299988,343.677826,23531710
2005-07-01,465.000000,468.100006,435.000000,435.000000,323.382629,37122440
2005-08-01,436.000000,444.299988,429.100006,437.700012,328.647430,34770810
2005-09-01,436.000000,458.700012,433.799988,455.200012,341.787384,29009040
2005-10-01,457.399994,462.500000,440.000000,457.799988,343.739563,31998360
2005-11-01,459.500000,497.600006,452.100006,485.500000,364.538055,33326260
2005-12-01,489.600006,497.299988,482.200012,485.299988,367.942078,27837050
2006-01-01,490.000000,495.799988,456.299988,465.799988,353.157806,33796900
2006-02-01,465.899994,471.299988,448.100006,463.700012,351.565582,26977970
2006-03-01,463.899994,480.100006,458.000000,472.299988,361.913544,31069380
2006-04-01,474.100006,499.500000,471.500000,499.500000,382.756378,30020240
2006-05-01,500.000000,507.200012,484.299988,493.000000,381.692352,35165160
2006-06-01,493.799988,504.100006,474.700012,482.500000,373.563110,34884240
2006-07-01,486.000000,497.299988,462.200012,483.100006,374.027588,31003120
2006-08-01,483.100006,497.100006,472.200012,493.500000,382.079559,26847450
2006-09-01,497.000000,503.500000,484.200012,496.700012,388.463959,25561000
2006-10-01,496.799988,513.299988,492.799988,501.600006,392.296265,37694180
2006-11-01,505.500000,509.500000,494.299988,495.899994,387.838379,30696010
2006-12-01,495.899994,570.000000,488.299988,557.000000,439.927673,43413980
2007-01-01,556.599976,562.799988,535.000000,551.299988,435.425659,35993230
2007-02-01,551.299988,555.000000,495.600006,503.700012,397.830383,36396840
2007-03-01,497.500000,525.000000,480.500000,513.400024,409.502716,49720280
2007-04-01,513.099976,547.099976,504.100006,536.200012,427.688782,42166890
2007-05-01,538.000000,555.500000,525.799988,544.900024,434.628021,52983340
2007-06-01,546.700012,547.500000,504.799988,512.900024,413.213135,44881080
2007-07-01,513.000000,529.700012,465.000000,465.700012,375.186920,67224520
2007-08-01,464.000000,499.000000,446.600006,468.799988,377.684387,105746890
2007-09-01,469.600006,490.000000,448.299988,466.700012,380.376801,61826420
2007-10-01,458.899994,489.500000,404.399994,419.000000,341.499634,121282180
2007-11-01,386.200012,409.000000,296.000000,333.000000,271.406616,262076700
2007-12-01,333.000000,352.899994,288.000000,294.399994,243.079102,149544570
2008-01-01,297.299988,298.899994,223.600006,281.700012,232.592926,269665110
2008-02-01,282.799988,297.299988,234.899994,237.100006,198.040939,177714460
2008-03-01,237.199997,243.600006,179.899994,214.199997,178.913361,254705680
2008-04-01,226.100006,273.500000,221.800003,252.699997,211.070938,193265980
2008-05-01,252.300003,270.000000,210.100006,218.899994,182.839111,158069300
2008-06-01,217.000000,218.600006,165.800003,167.600006,141.785538,217225340
2008-07-01,165.699997,222.100006,140.100006,186.899994,158.112885,281643750
2008-08-01,189.500000,205.000000,168.500000,189.899994,163.431137,155648260
2008-09-01,196.300003,225.300003,128.500000,205.100006,176.512527,318584110
2008-10-01,208.500000,235.000000,115.400002,136.500000,117.474197,363893500
2008-11-01,136.500000,148.100006,30.500000,82.900002,72.240448,583406460
2008-12-01,79.000000,90.000000,59.400002,67.099998,58.472069,368633220
